i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
23916,2019,fatick,2,0,2,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1.609437912
23917,2019,fatick,5,8,8,4,2,0,4,5,1,2,1,1,1,2,2,2,1,1,3.218875825
23918,2019,fatick,4,8,4,4,1,3,2,0,1,4,0,1,1,1,2,2,1,1,2.995732274
23919,2019,fatick,4,3,5,2,1,0,2,2,2,1,0,0,0,1,0,1,2,2,2.63905733
23931,2019,fatick,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
239310,2019,fatick,1,1,0,3,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1.609437912
239311,2019,fatick,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.098612289
239312,2019,fatick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23932,2019,fatick,1,2,1,2,0,0,0,0,1,0,0,2,1,0,0,1,1,0,1.791759469
23933,2019,fatick,2,4,3,1,0,0,2,2,1,2,0,0,0,0,0,1,1,1,2.302585093
23934,2019,fatick,3,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,1,1.791759469
23935,2019,fatick,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.098612289
23936,2019,fatick,2,1,2,1,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1.791759469
23937,2019,fatick,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
23938,2019,fatick,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1.098612289
23939,2019,fatick,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1.386294361
23951,2019,fatick,2,3,5,2,1,0,0,2,4,0,0,1,1,0,0,2,1,0,2.48490665
239510,2019,fatick,1,3,3,1,0,0,2,0,0,3,1,0,0,1,0,0,1,0,2.079441542
239511,2019,fatick,1,3,4,1,1,0,1,1,1,2,1,0,0,0,0,1,1,0,2.197224577
239512,2019,fatick,1,4,2,1,0,1,0,2,1,1,1,0,0,0,1,1,0,0,2.079441542
23952,2019,fatick,5,2,3,3,0,1,1,0,2,1,0,0,1,2,1,2,1,1,2.564949357
23953,2019,fatick,3,3,1,1,0,1,0,1,0,1,1,0,0,2,0,0,1,1,2.079441542
23954,2019,fatick,3,0,5,2,1,0,0,0,2,0,2,0,1,1,0,1,1,1,2.302585093
23955,2019,fatick,1,4,0,2,0,0,0,0,0,2,1,2,0,0,0,0,1,1,1.945910149
23956,2019,fatick,3,5,2,1,0,1,2,1,0,2,0,1,0,1,0,1,1,1,2.397895273
23957,2019,fatick,5,6,4,6,1,1,1,1,0,2,2,2,3,2,1,2,2,1,3.044522438
23958,2019,fatick,2,1,4,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1.945910149
23959,2019,fatick,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1.386294361
23971,2019,fatick,1,3,3,1,0,0,1,1,2,1,0,1,0,0,1,1,0,0,2.079441542
239710,2019,fatick,1,2,4,0,0,1,1,0,2,0,1,1,0,0,0,1,0,0,1.945910149
239711,2019,fatick,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.098612289
239712,2019,fatick,1,1,5,1,2,0,0,0,3,0,0,1,0,1,1,0,0,0,2.079441542
23972,2019,fatick,1,3,1,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,1.791759469
23973,2019,fatick,3,6,5,0,2,1,0,3,3,1,0,1,0,0,0,2,0,1,2.63905733
23974,2019,fatick,1,1,5,2,1,0,0,1,3,0,1,0,1,0,1,0,0,1,2.197224577
23975,2019,fatick,4,3,5,4,1,0,2,0,1,1,2,2,2,1,0,1,1,2,2.772588722
23976,2019,fatick,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1.386294361
23977,2019,fatick,3,4,1,3,0,2,0,0,1,1,1,1,1,1,0,0,1,2,2.397895273
23978,2019,fatick,2,3,5,2,0,0,3,0,0,2,2,1,1,0,0,1,1,1,2.48490665
23979,2019,fatick,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
23991,2019,fatick,4,7,5,1,1,0,1,2,1,3,2,2,0,1,0,1,1,2,2.833213344
239910,2019,fatick,4,5,8,2,0,1,1,1,2,3,5,0,1,1,0,3,1,0,2.944438979
239911,2019,fatick,2,3,5,1,1,0,1,2,2,1,1,0,0,1,1,1,0,0,2.397895273
239912,2019,fatick,2,1,1,2,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1.791759469
23992,2019,fatick,2,5,1,0,0,1,1,2,0,1,0,1,0,1,0,1,0,0,2.079441542
23993,2019,fatick,2,2,3,1,1,1,2,0,0,1,0,0,0,0,0,2,1,0,2.079441542
23994,2019,fatick,2,2,2,2,0,1,0,1,2,0,0,0,1,1,1,1,0,0,2.079441542
23995,2019,fatick,3,7,2,0,1,1,0,3,1,1,0,2,0,2,0,0,0,1,2.48490665
23996,2019,fatick,5,6,1,2,0,2,0,2,1,1,0,1,0,3,2,1,0,1,2.63905733
23997,2019,fatick,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.386294361
23998,2019,fatick,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.098612289
23999,2019,fatick,1,3,3,1,0,1,2,1,1,0,0,1,0,0,1,1,0,0,2.079441542
2401,2019,dakar,4,3,4,2,1,0,0,2,1,1,2,0,1,1,1,2,0,1,2.564949357
24010,2019,dakar,3,2,2,1,0,0,0,2,2,0,0,0,0,0,1,2,0,1,2.079441542
24011,2019,fatick,5,2,2,3,0,0,0,2,1,0,1,0,1,2,0,2,2,1,2.48490665
240110,2019,fatick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240111,2019,fatick,1,2,0,3,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1.791759469
240112,2019,fatick,3,4,3,3,0,1,1,0,2,1,0,3,2,0,0,1,1,1,2.564949357
24012,2019,fatick,14,10,9,12,4,5,4,2,1,2,0,3,4,8,8,2,0,2,3.80666249
24013,2019,fatick,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1.386294361
24014,2019,fatick,4,2,4,2,1,0,1,1,2,0,0,1,1,3,1,0,0,1,2.48490665
24015,2019,fatick,1,1,2,2,0,0,1,0,0,1,2,0,0,0,0,1,1,0,1.791759469
24016,2019,fatick,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6931471806
24017,2019,fatick,2,2,1,2,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1.945910149
24018,2019,fatick,1,2,2,2,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1.945910149
24019,2019,fatick,2,1,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1.609437912
2402,2019,dakar,7,5,2,5,0,0,1,3,1,1,0,1,3,3,2,3,0,1,2.944438979
2403,2019,dakar,3,2,2,0,0,0,2,1,0,0,0,1,0,0,0,2,0,1,1.945910149
24031,2019,fatick,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.098612289
240310,2019,fatick,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240311,2019,fatick,3,1,4,1,1,0,0,0,3,1,0,0,1,2,0,0,0,1,2.197224577
240312,2019,fatick,1,0,4,1,0,0,1,0,2,0,1,0,0,0,1,1,0,0,1.791759469
24032,2019,fatick,3,2,2,1,0,0,2,0,0,1,1,3,0,0,0,0,0,1,2.079441542
24033,2019,fatick,2,2,6,2,0,0,6,1,0,0,0,1,0,0,2,1,0,1,2.48490665
24034,2019,fatick,2,1,2,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1.791759469
24035,2019,fatick,2,1,2,1,0,0,0,1,1,0,1,0,0,0,0,2,1,0,1.791759469
24036,2019,fatick,4,5,5,1,2,0,1,3,2,1,0,1,0,3,1,1,0,0,2.708050201
24037,2019,fatick,3,2,0,2,0,0,0,0,0,2,0,0,1,1,1,1,0,1,1.945910149
24038,2019,fatick,5,3,3,3,1,0,0,1,1,1,1,1,1,4,1,0,1,1,2.63905733
24039,2019,fatick,2,0,3,6,1,0,0,0,1,0,3,0,2,1,1,0,1,1,2.397895273
2404,2019,dakar,4,2,4,6,1,1,2,0,0,1,1,0,2,3,4,1,0,0,2.772588722
2405,2019,dakar,6,4,2,7,0,1,1,2,1,1,0,1,2,2,3,3,2,0,2.944438979
24051,2019,fatick,5,4,5,2,0,0,2,1,2,3,1,0,0,2,2,2,0,1,2.772588722
240510,2019,fatick,6,3,5,2,0,0,2,1,3,0,0,2,0,3,0,2,2,1,2.772588722
240511,2019,fatick,2,3,3,2,1,0,1,1,1,1,0,1,1,1,0,0,1,1,2.302585093
240512,2019,fatick,3,1,3,1,1,0,0,0,2,1,0,0,0,2,0,1,1,0,2.079441542
24052,2019,fatick,2,1,1,3,0,0,0,0,0,0,2,1,1,1,0,1,1,0,1.945910149
24053,2019,fatick,3,3,5,1,2,1,2,0,1,1,0,1,0,1,1,1,0,1,2.48490665
24054,2019,fatick,2,2,4,2,0,0,1,1,1,0,2,1,2,1,0,1,0,0,2.302585093
24055,2019,fatick,1,2,3,1,0,0,1,0,0,2,2,0,0,0,1,1,0,0,1.945910149
24056,2019,fatick,3,2,2,1,0,1,2,1,0,0,0,0,0,2,1,0,0,1,2.079441542
24057,2019,fatick,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1.386294361
24058,2019,fatick,5,4,4,2,1,1,2,0,1,3,0,0,1,1,0,2,1,2,2.708050201
24059,2019,fatick,3,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1.609437912
2406,2019,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2407,2019,dakar,2,3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1.609437912
24071,2019,fatick,3,2,2,2,0,0,0,1,1,1,1,0,1,1,1,2,0,0,2.197224577
240710,2019,fatick,2,2,4,1,1,1,0,1,0,0,3,0,1,1,0,0,0,1,2.197224577
240711,2019,fatick,1,0,1,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1.386294361
240712,2019,fatick,3,2,4,1,0,1,2,1,2,0,0,0,0,1,1,1,0,1,2.302585093
24072,2019,fatick,1,1,3,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1.609437912
24073,2019,fatick,2,2,3,2,0,0,0,1,3,0,0,1,0,0,2,1,0,1,2.197224577
24074,2019,fatick,1,4,3,1,1,1,1,1,0,2,1,0,0,0,0,1,1,0,2.197224577
24075,2019,fatick,2,1,1,2,1,0,0,0,0,0,0,1,2,1,0,1,0,0,1.791759469
24076,2019,fatick,4,6,4,3,1,1,2,3,1,1,1,1,1,1,1,2,0,1,2.833213344
24077,2019,fatick,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
24078,2019,fatick,1,4,0,2,0,0,0,1,0,2,1,1,0,0,0,0,1,1,1.945910149
24079,2019,fatick,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2408,2019,dakar,2,2,1,2,0,0,0,0,0,1,1,1,2,1,0,0,0,1,1.945910149
2409,2019,dakar,2,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,2,1,1.791759469
24091,2019,fatick,1,4,3,1,0,0,1,1,1,1,1,2,0,0,0,1,1,0,2.197224577
240910,2019,fatick,3,0,3,2,0,0,1,0,1,0,1,0,1,1,1,2,0,0,2.079441542
240911,2019,fatick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240912,2019,fatick,2,1,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1.791759469
24092,2019,fatick,3,2,2,3,0,0,1,1,1,1,0,1,2,0,0,1,1,1,2.302585093
24093,2019,fatick,1,1,4,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1.791759469
24094,2019,fatick,1,0,4,1,2,0,0,0,1,0,2,0,0,0,0,1,0,0,1.791759469
24095,2019,fatick,5,3,2,3,0,1,2,1,0,1,0,1,2,1,0,1,1,2,2.564949357
24096,2019,fatick,2,1,6,2,1,0,2,0,2,0,1,1,0,0,1,1,1,1,2.397895273
24097,2019,fatick,4,7,4,5,1,1,1,0,2,4,2,2,0,1,2,2,1,1,2.995732274
24098,2019,fatick,1,1,0,3,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1.609437912
24099,2019,fatick,2,0,3,2,2,0,1,0,0,0,0,0,0,0,1,1,1,1,1.945910149
241,2019,dakar,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.098612289
2410,2019,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24101,2019,fatick,4,5,4,1,0,1,3,1,0,3,1,0,0,2,0,2,1,0,2.63905733
241010,2019,fatick,2,2,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1.791759469
241011,2019,fatick,3,4,1,1,0,1,1,1,0,0,0,2,0,1,1,1,0,1,2.197224577
241012,2019,fatick,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.386294361
24102,2019,fatick,5,5,3,0,1,2,2,0,0,1,0,3,0,1,0,2,0,1,2.564949357
24103,2019,fatick,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471806
24104,2019,fatick,3,3,9,2,1,1,3,0,2,1,3,1,1,1,1,2,0,0,2.833213344
24105,2019,fatick,3,3,2,1,2,0,0,1,0,0,0,2,1,2,0,0,0,1,2.197224577
24106,2019,fatick,1,2,3,1,0,0,1,0,2,1,0,1,0,0,1,1,0,0,1.945910149
24107,2019,fatick,0,0,1,5,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1.791759469
24108,2019,fatick,4,7,4,1,1,1,1,3,1,2,1,1,0,1,1,2,0,1,2.772588722
24109,2019,fatick,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.098612289
2411,2019,dakar,6,5,1,3,0,1,0,0,1,1,0,3,1,2,1,3,1,1,2.708050201
2412,2019,dakar,3,0,3,1,0,0,1,0,0,0,2,0,0,0,0,1,1,2,1.945910149
24121,2019,fatick,3,3,4,1,2,1,1,0,1,1,0,1,0,1,1,1,0,1,2.397895273
241210,2019,fatick,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
241211,2019,fatick,2,0,1,4,0,0,0,0,0,0,1,1,2,0,1,0,1,1,1.945910149
241212,2019,fatick,3,2,3,1,0,1,2,0,0,0,1,1,0,1,0,1,1,1,2.197224577
24122,2019,fatick,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.098612289
24123,2019,fatick,2,1,0,4,0,0,0,1,0,0,1,0,2,1,0,0,1,1,1.945910149
24124,2019,fatick,5,0,2,0,1,0,1,0,0,0,0,0,0,3,0,0,0,2,1.945910149
24125,2019,fatick,4,4,5,3,2,1,2,0,1,1,2,2,0,1,0,2,1,1,2.772588722
24126,2019,fatick,6,3,4,7,0,1,2,1,1,0,2,1,3,0,2,2,1,4,2.995732274
24127,2019,fatick,1,3,2,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1.945910149
24128,2019,fatick,1,2,5,0,2,0,1,0,1,2,1,0,0,0,0,1,0,0,2.079441542
24129,2019,fatick,2,1,5,1,2,0,1,1,1,0,1,0,0,0,1,2,0,0,2.197224577
24141,2019,fatick,3,5,5,1,1,2,3,1,0,2,1,0,0,1,0,2,1,0,2.63905733
241410,2019,fatick,4,4,2,4,1,2,1,1,0,0,0,1,3,2,0,0,1,2,2.63905733
241411,2019,fatick,1,3,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469
241412,2019,fatick,5,3,2,2,0,0,2,2,0,0,0,1,0,3,2,1,0,1,2.48490665
24142,2019,fatick,4,7,6,2,0,3,2,1,2,2,2,1,1,2,1,1,0,1,2.944438979
24143,2019,fatick,3,5,3,3,2,4,1,1,0,0,0,0,0,2,3,1,0,0,2.63905733
24144,2019,fatick,3,6,4,3,2,0,2,3,0,1,0,2,1,2,2,0,0,1,2.772588722
24145,2019,fatick,4,8,1,1,1,2,0,3,0,3,0,0,0,1,1,2,0,1,2.63905733
24146,2019,fatick,5,5,2,1,0,3,2,1,0,1,0,0,0,3,0,0,1,2,2.564949357
24147,2019,fatick,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1.386294361
24148,2019,fatick,3,7,2,3,0,1,1,3,1,3,0,0,1,1,1,1,1,1,2.708050201
24149,2019,fatick,2,8,5,1,2,2,1,4,2,2,0,0,0,0,0,2,1,0,2.772588722
24171,2019,fatick,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.098612289
241710,2019,fatick,2,3,1,1,0,2,0,1,1,0,0,0,0,1,1,0,0,1,1.945910149
241711,2019,fatick,1,2,3,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1.945910149
241712,2019,fatick,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
24172,2019,fatick,4,3,2,1,0,0,1,0,1,3,0,1,0,1,0,2,1,0,2.302585093
24173,2019,fatick,2,2,5,3,0,1,0,1,4,0,1,0,2,1,0,0,1,1,2.48490665
24174,2019,fatick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24175,2019,fatick,2,3,3,2,1,0,2,1,0,2,0,0,0,0,1,1,1,1,2.302585093
24176,2019,fatick,3,3,2,1,1,0,1,2,0,1,0,0,0,1,1,1,0,1,2.197224577
24177,2019,fatick,2,2,3,3,0,0,0,0,3,0,0,2,2,0,0,1,1,1,2.302585093
24178,2019,fatick,3,1,4,2,0,1,1,0,2,0,2,0,0,1,1,1,0,1,2.302585093
24179,2019,fatick,2,1,3,1,0,0,1,0,2,1,0,0,0,1,1,1,0,0,1.945910149
24181,2019,fatick,3,4,4,0,0,0,1,2,2,2,1,0,0,0,0,2,0,1,2.397895273
241810,2019,fatick,3,7,4,4,1,1,2,4,0,0,1,2,1,1,1,1,2,1,2.890371758
241811,2019,fatick,1,3,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1.386294361
241812,2019,fatick,2,0,2,2,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1.791759469
24182,2019,fatick,6,3,4,6,1,0,3,2,0,1,1,1,2,2,2,1,1,2,2.944438979
24183,2019,fatick,7,6,8,1,0,2,2,2,4,1,2,1,0,3,0,2,1,2,3.091042453
24184,2019,fatick,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.098612289
24185,2019,fatick,2,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1.609437912
24186,2019,fatick,2,4,2,0,0,1,0,2,1,1,1,0,0,0,0,1,0,1,2.079441542
24187,2019,fatick,1,6,0,1,0,0,0,1,0,4,0,1,0,0,0,1,1,0,2.079441542
24188,2019,fatick,1,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361
24189,2019,fatick,2,1,6,1,1,0,1,1,1,0,3,0,0,1,0,1,1,0,2.302585093
242,2019,dakar,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
24201,2019,fatick,2,2,3,1,1,1,0,1,2,0,0,0,1,1,0,0,0,1,2.079441542
242010,2019,fatick,1,2,1,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1.609437912
242011,2019,fatick,2,1,4,2,1,0,1,0,1,1,1,0,1,0,0,1,1,1,2.197224577
242012,2019,fatick,1,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1.609437912
24202,2019,fatick,2,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1.386294361
24203,2019,fatick,2,0,2,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1.609437912
24204,2019,fatick,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1.098612289
24205,2019,fatick,3,4,3,2,1,1,2,2,0,1,0,0,1,1,1,1,0,1,2.48490665
24206,2019,fatick,2,1,3,1,0,1,2,0,0,0,1,0,0,1,1,0,0,1,1.945910149
24207,2019,fatick,1,3,3,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,1.945910149
24208,2019,fatick,1,2,0,2,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1.609437912
24209,2019,fatick,2,3,1,2,1,0,0,3,0,0,0,0,0,0,1,1,1,1,2.079441542
2421,2019,dakar,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
24210,2019,dakar,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1.609437912
24211,2019,dakar,2,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1.386294361
24212,2019,dakar,3,2,4,4,1,1,0,1,3,0,0,0,1,1,2,1,1,1,2.564949357
2422,2019,dakar,3,1,1,2,0,0,0,0,1,0,0,1,0,2,1,0,1,1,1.945910149
24221,2019,kolda,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
242210,2019,kolda,1,2,2,3,0,0,1,0,1,0,0,2,1,0,1,1,1,0,2.079441542
242211,2019,kolda,4,1,0,2,0,1,0,0,0,0,0,0,2,2,0,1,0,1,1.945910149
242212,2019,kolda,2,3,0,3,0,0,0,0,0,1,0,2,3,0,0,2,0,0,2.079441542
24222,2019,kolda,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6931471806
24223,2019,kolda,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.098612289
24224,2019,kolda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24225,2019,kolda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24226,2019,kolda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24227,2019,kolda,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.098612289
24228,2019,kolda,1,1,3,2,1,0,0,1,0,0,2,0,1,0,1,1,0,0,1.945910149
24229,2019,kolda,2,0,0,7,0,0,0,0,0,0,0,0,5,0,1,0,1,2,2.197224577
2423,2019,dakar,2,2,2,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1.945910149
2424,2019,dakar,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1.386294361
24241,2019,kolda,1,1,3,3,0,0,2,0,1,0,0,1,2,1,1,0,0,0,2.079441542
242410,2019,kolda,2,3,0,3,0,1,0,0,0,2,0,0,1,1,2,0,0,1,2.079441542
242411,2019,kolda,3,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1.609437912
242412,2019,kolda,2,3,3,2,0,0,0,1,1,1,2,1,2,0,0,1,0,1,2.302585093
24242,2019,kolda,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
24243,2019,kolda,3,3,1,2,0,0,1,1,0,2,0,0,1,2,1,0,0,1,2.197224577
24244,2019,kolda,2,3,2,1,0,0,1,1,1,2,0,1,0,0,0,1,1,0,2.079441542
24245,2019,kolda,1,1,0,3,0,1,0,0,0,0,0,0,2,1,1,0,0,0,1.609437912
24246,2019,kolda,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1.386294361
24247,2019,kolda,3,6,2,1,1,2,1,1,0,2,0,1,0,1,1,1,0,1,2.48490665
24248,2019,kolda,5,2,4,1,2,0,0,1,2,1,0,0,0,4,0,0,1,1,2.48490665
24249,2019,kolda,2,2,4,2,1,0,1,1,2,0,0,1,2,1,0,0,0,1,2.302585093
2425,2019,dakar,1,2,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1.609437912
2426,2019,dakar,4,3,4,1,0,1,2,0,0,1,2,1,1,0,0,1,0,3,2.48490665
24261,2019,kolda,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1.386294361
242610,2019,kolda,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361
242611,2019,kolda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
242612,2019,kolda,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
24262,2019,kolda,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
24263,2019,kolda,2,0,3,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1.791759469
24264,2019,kolda,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1.098612289
24265,2019,kolda,1,1,2,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912
24266,2019,kolda,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
24267,2019,kolda,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1.098612289
24268,2019,kolda,2,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1.609437912
24269,2019,kolda,4,7,3,5,0,1,1,2,2,2,0,2,3,2,1,2,1,0,2.944438979
2427,2019,dakar,2,3,3,4,1,1,1,1,1,0,0,1,4,1,0,1,0,0,2.48490665
2428,2019,dakar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24281,2019,kolda,4,1,1,4,0,0,0,1,0,0,1,0,3,3,0,1,1,0,2.302585093
242810,2019,kolda,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1.609437912
242811,2019,kolda,3,5,6,3,2,2,2,2,1,1,1,0,2,2,0,1,1,0,2.833213344
242812,2019,kolda,3,1,5,3,1,0,2,0,1,0,1,1,1,1,1,1,1,1,2.48490665
24282,2019,kolda,2,1,3,2,0,0,2,1,1,0,0,0,1,0,1,2,0,0,2.079441542
24283,2019,kolda,3,4,2,1,0,0,1,0,1,1,0,4,1,1,0,1,0,0,2.302585093
24284,2019,kolda,2,2,3,1,0,0,1,1,2,0,0,1,0,2,1,0,0,0,2.079441542
24285,2019,kolda,4,2,1,2,0,0,1,0,0,1,0,1,1,3,0,1,1,0,2.197224577
24286,2019,kolda,1,2,3,1,0,0,1,0,2,1,0,1,0,0,1,1,0,0,1.945910149
24287,2019,kolda,13,5,5,3,1,3,1,0,3,1,0,2,1,4,1,4,1,4,3.258096538
24288,2019,kolda,3,6,1,4,1,0,0,2,0,2,1,3,2,1,0,1,1,0,2.63905733
24289,2019,kolda,6,4,2,1,2,2,0,0,0,1,0,2,0,2,1,2,0,1,2.564949357
2429,2019,dakar,2,2,4,2,0,0,3,2,1,0,0,0,0,0,2,2,0,0,2.302585093
243,2019,dakar,2,2,1,5,1,0,0,1,0,1,0,0,3,0,2,1,0,1,2.302585093
24311,2019,kolda,1,1,4,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,1.945910149
243110,2019,kolda,1,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
243111,2019,kolda,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361
243112,2019,kolda,4,5,4,1,0,2,2,2,1,0,1,1,0,2,1,1,0,1,2.63905733
24312,2019,kolda,2,2,1,1,0,0,0,0,1,2,1,0,0,1,0,1,0,0,1.791759469
24313,2019,kolda,1,1,3,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,1.791759469
24314,2019,kolda,2,0,6,1,1,0,2,0,2,0,1,0,0,1,1,0,0,1,2.197224577
